IGSN,Sample Name,Sample Type,Material,Classification,Field Name,Description,Age Min,Age Max,Age Unit,collection Method,Collection Method Descr,Size,Size Unit,Geological Age,Geological Unit,Comment,Purpose,Release Date,Latitude,Latitude End,Longitude,Longitude End,Elevation,Elevation End,Elevation Unit,Depth Min,Depth Max,Depth Scale,Nav Type Name,Physiographic Feature,Name of Physiographic Feature,Biome,Location Description,Locality,Locality Description,Country,State/Province,City,Field Program/Cruise,Platform Type,Platform Name,Platform Description,Launch Type Name,Launch Platform Name,Launch Id,Collector/Chief Scientist,Collector/Chief Scientist Detail,Collection date,collection End Date,collection Start Time,collection End Time,Collection date precision,Current Archive,Current Archive Contact,Original Archive,Original Archive Contact,Cur Registrant Name,Org Registrant Name,classification Comment,Is Archived,URL
IEEXG00D7,EC1_K030_UPLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.0885,NA,-75.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Upland,St. Jones Reserve,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Rodrigo Vargas,NA,10/12/2021,10/12/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00D7
IEEXG00D8,EC1_K030_UPLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.0885,NA,-75.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Upland,St. Jones Reserve,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Rodrigo Vargas,NA,10/12/2021,10/12/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00D8
IEEXG00D9,EC1_K030_UPLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.0885,NA,-75.438,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Upland,St. Jones Reserve,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Rodrigo Vargas,NA,10/12/2021,10/12/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00D9
IEEXG00DA,EC1_K030_TRANSITION_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Transition zone between wetland and upland,St. Jones Reserve,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Rodrigo Vargas,NA,10/12/2021,10/12/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00DA
IEEXG00DB,EC1_K030_TRANSITION_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Transition zone between wetland and upland,St. Jones Reserve,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Rodrigo Vargas,NA,10/12/2021,10/12/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00DB
IEEXG00DC,EC1_K030_TRANSITION_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Transition zone between wetland and upland,St. Jones Reserve,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Rodrigo Vargas,NA,10/12/2021,10/12/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00DC
IEEXG00E9,EC1_K033_WATER_40ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,47.1041,NA,-88.5153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,"Tidal River, Lacestuary",Nara Nature Park,Great Lakes,United States,MI,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Amy Marcarelli,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00E9
IEEXG00EA,EC1_K033_WATER_15ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,47.1041,NA,-88.5153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,"Tidal River, Lacestuary",Nara Nature Park,Great Lakes,United States,MI,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Amy Marcarelli,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00EA
IEEXG00EB,EC1_K033_WATER_1L_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,47.1041,NA,-88.5153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,"Tidal River, Lacestuary",Nara Nature Park,Great Lakes,United States,MI,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Amy Marcarelli,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00EB
IEEXG00EC,EC1_K033_WATER_125ML_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,47.1041,NA,-88.5153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,"Tidal River, Lacestuary",Nara Nature Park,Great Lakes,United States,MI,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Amy Marcarelli,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00EC
IEEXG00ED,EC1_K033_WATER_FILTER,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,47.1041,NA,-88.5153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,"Tidal River, Lacestuary",Nara Nature Park,Great Lakes,United States,MI,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Amy Marcarelli,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00ED
IEEXG00EE,EC1_K033_SEDIMENT_JAR,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,47.1041,NA,-88.5153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,"Tidal River, Lacestuary",Nara Nature Park,Great Lakes,United States,MI,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Amy Marcarelli,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00EE
IEEXG00EF,EC1_K033_SEDIMENT_BAG,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,47.1041,NA,-88.5153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,"Tidal River, Lacestuary",Nara Nature Park,Great Lakes,United States,MI,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Amy Marcarelli,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00EF
IEEXG00EG,EC1_K033_WETLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,47.1043,NA,-88.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Wetland,Nara Nature Park,Great Lakes,United States,MI,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Amy Marcarelli,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00EG
IEEXG00EH,EC1_K033_WETLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,47.1043,NA,-88.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Wetland,Nara Nature Park,Great Lakes,United States,MI,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Amy Marcarelli,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00EH
IEEXG00EI,EC1_K033_WETLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,47.1043,NA,-88.516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Wetland,Nara Nature Park,Great Lakes,United States,MI,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Amy Marcarelli,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00EI
IEEXG00EJ,EC1_K033_UPLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,47.1041,NA,-88.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Upland,Nara Nature Park,Great Lakes,United States,MI,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Amy Marcarelli,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00EJ
IEEXG00EK,EC1_K033_UPLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,47.1041,NA,-88.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Upland,Nara Nature Park,Great Lakes,United States,MI,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Amy Marcarelli,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00EK
IEEXG00EL,EC1_K033_UPLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,47.1041,NA,-88.517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Upland,Nara Nature Park,Great Lakes,United States,MI,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Amy Marcarelli,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00EL
IEEXG00EM,EC1_K033_TRANSITION_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Transition zone between wetland and upland,Nara Nature Park,Great Lakes,United States,MI,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Amy Marcarelli,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00EM
IEEXG00EN,EC1_K033_TRANSITION_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Transition zone between wetland and upland,Nara Nature Park,Great Lakes,United States,MI,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Amy Marcarelli,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00EN
IEEXG00EO,EC1_K033_TRANSITION_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Transition zone between wetland and upland,Nara Nature Park,Great Lakes,United States,MI,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Amy Marcarelli,NA,10/11/2021,10/11/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00EO
IEEXG00EP,EC1_K034_WATER_40ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.7746,NA,-75.9752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Estuary,King's Creek Marsh (Nature Conservancy Site),Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00EP
IEEXG00EQ,EC1_K034_WATER_15ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.7746,NA,-75.9752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Estuary,King's Creek Marsh (Nature Conservancy Site),Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00EQ
IEEXG00ER,EC1_K034_WATER_1L_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.7746,NA,-75.9752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Estuary,King's Creek Marsh (Nature Conservancy Site),Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00ER
IEEXG00ES,EC1_K034_WATER_125ML_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.7746,NA,-75.9752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Estuary,King's Creek Marsh (Nature Conservancy Site),Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00ES
IEEXG00ET,EC1_K034_WATER_FILTER,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.7746,NA,-75.9752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Estuary,King's Creek Marsh (Nature Conservancy Site),Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00ET
IEEXG00EU,EC1_K034_SEDIMENT_JAR,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.7746,NA,-75.9752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Estuary,King's Creek Marsh (Nature Conservancy Site),Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00EU
IEEXG00EV,EC1_K034_SEDIMENT_BAG,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.7746,NA,-75.9752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Estuary,King's Creek Marsh (Nature Conservancy Site),Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00EV
IEEXG00EW,EC1_K034_WETLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.7745,NA,-75.9753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,King's Creek Marsh (Nature Conservancy Site),Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00EW
IEEXG00EX,EC1_K034_WETLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.7745,NA,-75.9753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,King's Creek Marsh (Nature Conservancy Site),Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00EX
IEEXG00EY,EC1_K034_WETLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.7745,NA,-75.9753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,King's Creek Marsh (Nature Conservancy Site),Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00EY
IEEXG00EZ,EC1_K034_UPLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.7743,NA,-75.9754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,King's Creek Marsh (Nature Conservancy Site),Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00EZ
IEEXG00F0,EC1_K034_UPLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.7743,NA,-75.9754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,King's Creek Marsh (Nature Conservancy Site),Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00F0
IEEXG00F1,EC1_K034_UPLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.7743,NA,-75.9754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,King's Creek Marsh (Nature Conservancy Site),Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00F1
IEEXG00F2,EC1_K034_TRANSITION_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.7744,NA,-75.9753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,King's Creek Marsh (Nature Conservancy Site),Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00F2
IEEXG00F3,EC1_K034_TRANSITION_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.7744,NA,-75.9753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,King's Creek Marsh (Nature Conservancy Site),Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00F3
IEEXG00F4,EC1_K034_TRANSITION_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.7744,NA,-75.9753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,King's Creek Marsh (Nature Conservancy Site),Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/18/2021,10/18/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00F4
IEEXG00F5,EC1_K035_WATER_40ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.5922,NA,-76.1307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Estuary,Horn Point Laboratory,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/6/2021,10/6/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00F5
IEEXG00F6,EC1_K035_WATER_15ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.5922,NA,-76.1307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Estuary,Horn Point Laboratory,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/6/2021,10/6/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00F6
IEEXG00F7,EC1_K035_WATER_1L_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.5922,NA,-76.1307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Estuary,Horn Point Laboratory,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/6/2021,10/6/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00F7
IEEXG00F8,EC1_K035_WATER_125ML_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.5922,NA,-76.1307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Estuary,Horn Point Laboratory,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/6/2021,10/6/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00F8
IEEXG00F9,EC1_K035_WATER_FILTER,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.5922,NA,-76.1307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Estuary,Horn Point Laboratory,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/6/2021,10/6/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00F9
IEEXG00FA,EC1_K035_SEDIMENT_JAR,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.5922,NA,-76.1307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Estuary,Horn Point Laboratory,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Sairah Malkin,NA,10/6/2021,10/6/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00FA
