IGSN,Sample Name,Sample Type,Material,Classification,Field Name,Description,Age Min,Age Max,Age Unit,collection Method,Collection Method Descr,Size,Size Unit,Geological Age,Geological Unit,Comment,Purpose,Release Date,Latitude,Latitude End,Longitude,Longitude End,Elevation,Elevation End,Elevation Unit,Depth Min,Depth Max,Depth Scale,Nav Type Name,Physiographic Feature,Name of Physiographic Feature,Biome,Location Description,Locality,Locality Description,Country,State/Province,City,Field Program/Cruise,Platform Type,Platform Name,Platform Description,Launch Type Name,Launch Platform Name,Launch Id,Collector/Chief Scientist,Collector/Chief Scientist Detail,Collection date,collection End Date,collection Start Time,collection End Time,Collection date precision,Current Archive,Current Archive Contact,Original Archive,Original Archive Contact,Cur Registrant Name,Org Registrant Name,classification Comment,Is Archived,URL
IEEXG00P1,EC1_K057_WATER_FILTER,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.1683,NA,-75.5211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Silver Lake,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,11/21/2021,11/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00P1
IEEXG00P2,EC1_K057_SEDIMENT_JAR,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Silver Lake,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,11/21/2021,11/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00P2
IEEXG00P3,EC1_K057_SEDIMENT_BAG,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,Silver Lake,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,11/21/2021,11/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00P3
IEEXG00P4,EC1_K057_WETLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wetland,Silver Lake,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,11/21/2021,11/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00P4
IEEXG00P5,EC1_K057_WETLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wetland,Silver Lake,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,11/21/2021,11/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00P5
IEEXG00P6,EC1_K057_WETLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Wetland,Silver Lake,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,11/21/2021,11/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00P6
IEEXG00P7,EC1_K057_UPLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Upland,Silver Lake,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,11/21/2021,11/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00P7
IEEXG00P8,EC1_K057_UPLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Upland,Silver Lake,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,11/21/2021,11/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00P8
IEEXG00P9,EC1_K057_UPLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Upland,Silver Lake,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,11/21/2021,11/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00P9
IEEXG00PA,EC1_K057_TRANSITION_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Transition zone between wetland and upland,Silver Lake,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,11/21/2021,11/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PA
IEEXG00PB,EC1_K057_TRANSITION_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Transition zone between wetland and upland,Silver Lake,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,11/21/2021,11/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PB
IEEXG00PC,EC1_K057_TRANSITION_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Transition zone between wetland and upland,Silver Lake,Chesapeake Bay,United States,DE,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Stacy Smith,NA,11/21/2021,11/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PC
IEEXG00PD,EC1_K058_WATER_40ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.2576,NA,-75.0905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Tidal Stream,"Owl's Nest, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PD
IEEXG00PE,EC1_K058_WATER_15ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.2576,NA,-75.0905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Tidal Stream,"Owl's Nest, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PE
IEEXG00PF,EC1_K058_WATER_1L_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.2576,NA,-75.0905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Tidal Stream,"Owl's Nest, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PF
IEEXG00PG,EC1_K058_WATER_125ML_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.2576,NA,-75.0905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Tidal Stream,"Owl's Nest, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PG
IEEXG00PH,EC1_K058_WATER_FILTER,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.2576,NA,-75.0905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Tidal Stream,"Owl's Nest, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PH
IEEXG00PI,EC1_K058_SEDIMENT_JAR,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.2576,NA,-75.0905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Tidal Stream,"Owl's Nest, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PI
IEEXG00PJ,EC1_K058_SEDIMENT_BAG,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.2576,NA,-75.0905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Tidal Stream,"Owl's Nest, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PJ
IEEXG00PK,EC1_K058_WETLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.2575,NA,-75.0904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Wetland,"Owl's Nest, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PK
IEEXG00PL,EC1_K058_WETLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.2575,NA,-75.0904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Wetland,"Owl's Nest, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PL
IEEXG00PM,EC1_K058_WETLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.2575,NA,-75.0904,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Wetland,"Owl's Nest, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PM
IEEXG00PN,EC1_K058_UPLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.3574,NA,-75.0903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Upland,"Owl's Nest, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PN
IEEXG00PO,EC1_K058_UPLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.3574,NA,-75.0903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Upland,"Owl's Nest, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PO
IEEXG00PP,EC1_K058_UPLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.3574,NA,-75.0903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Upland,"Owl's Nest, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PP
IEEXG00PQ,EC1_K058_TRANSITION_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.2574,NA,-75.0903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Transition zone between wetland and upland,"Owl's Nest, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PQ
IEEXG00PR,EC1_K058_TRANSITION_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.2574,NA,-75.0903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Transition zone between wetland and upland,"Owl's Nest, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PR
IEEXG00PS,EC1_K058_TRANSITION_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,39.2574,NA,-75.0903,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Deciduous broadleaved forest,Transition zone between wetland and upland,"Owl's Nest, Partnership for the Delaware Estuary",Chesapeake Bay,United States,NJ,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,LeeAnn Haaf,NA,10/19/2021,10/19/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PS
IEEXG00PT,EC1_K059_WATER_40ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.4292,NA,-76.2374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Tidal Stream,Blackwater National Wildlife Refuge,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Tyler Messerschmidt,NA,10/21/2021,10/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PT
IEEXG00PU,EC1_K059_WATER_15ML_FILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.4292,NA,-76.2374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Tidal Stream,Blackwater National Wildlife Refuge,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Tyler Messerschmidt,NA,10/21/2021,10/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PU
IEEXG00PV,EC1_K059_WATER_1L_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.4292,NA,-76.2374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Tidal Stream,Blackwater National Wildlife Refuge,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Tyler Messerschmidt,NA,10/21/2021,10/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PV
IEEXG00PW,EC1_K059_WATER_125ML_UNFILT,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.4292,NA,-76.2374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Tidal Stream,Blackwater National Wildlife Refuge,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Tyler Messerschmidt,NA,10/21/2021,10/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PW
IEEXG00PX,EC1_K059_WATER_FILTER,Individual Sample,Liquid>aqueous,NA,Surface Water,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.4292,NA,-76.2374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Tidal Stream,Blackwater National Wildlife Refuge,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Tyler Messerschmidt,NA,10/21/2021,10/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PX
IEEXG00PY,EC1_K059_SEDIMENT_JAR,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.4292,NA,-76.2374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Tidal Stream,Blackwater National Wildlife Refuge,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Tyler Messerschmidt,NA,10/21/2021,10/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PY
IEEXG00PZ,EC1_K059_SEDIMENT_BAG,Individual Sample,Sediment,NA,Surface Sediment,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.4292,NA,-76.2374,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Tidal Stream,Blackwater National Wildlife Refuge,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Tyler Messerschmidt,NA,10/21/2021,10/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00PZ
IEEXG00Q0,EC1_K059_WETLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.4295,NA,-76.2269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,Blackwater National Wildlife Refuge,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Tyler Messerschmidt,NA,10/21/2021,10/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00Q0
IEEXG00Q1,EC1_K059_WETLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.4295,NA,-76.2269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,Blackwater National Wildlife Refuge,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Tyler Messerschmidt,NA,10/21/2021,10/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00Q1
IEEXG00Q2,EC1_K059_WETLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.4295,NA,-76.2269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Wetland,Blackwater National Wildlife Refuge,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Tyler Messerschmidt,NA,10/21/2021,10/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00Q2
IEEXG00Q3,EC1_K059_UPLAND_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.4305,NA,-76.2265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,Blackwater National Wildlife Refuge,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Tyler Messerschmidt,NA,10/21/2021,10/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00Q3
IEEXG00Q4,EC1_K059_UPLAND_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.4305,NA,-76.2265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,Blackwater National Wildlife Refuge,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Tyler Messerschmidt,NA,10/21/2021,10/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00Q4
IEEXG00Q5,EC1_K059_UPLAND_RING,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.4305,NA,-76.2265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Upland,Blackwater National Wildlife Refuge,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Tyler Messerschmidt,NA,10/21/2021,10/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00Q5
IEEXG00Q6,EC1_K059_TRANSITION_JAR,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.4303,NA,-76.2269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,Blackwater National Wildlife Refuge,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Tyler Messerschmidt,NA,10/21/2021,10/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00Q6
IEEXG00Q7,EC1_K059_TRANSITION_BAG,Individual Sample,Soil,NA,Surface Soil,NA,NA,NA,NA,Grab,NA,NA,NA,NA,NA,NA,NA,2021-09-01,38.4303,NA,-76.2269,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mixed forest,Transition zone between wetland and upland,Blackwater National Wildlife Refuge,Chesapeake Bay,United States,MD,NA,EXCHANGE Campaign 1,NA,NA,NA,NA,NA,NA,Tyler Messerschmidt,NA,10/21/2021,10/21/2021,NA,NA,day,NA,NA,NA,NA,Stephanie Pennington,Stephanie Pennington,NA,NA,http://igsn.org/IEEXG00Q7
